SampleID,Tissues,Description,EXTEND Scores
GTEX-1C4CL-0426-SM-7939N,AdiposeSC,AdiposeSubcutaneous,0.59017775
GTEX-145MO-0426-SM-5QGP6,AdiposeSC,AdiposeSubcutaneous,0.590545098
GTEX-Y3I4-2226-SM-4TT7O,AdiposeSC,AdiposeSubcutaneous,0.590846856
GTEX-XQ3S-1626-SM-4WAYN,AdiposeSC,AdiposeSubcutaneous,0.590880203
GTEX-11TTK-0226-SM-5N9EC,AdiposeSC,AdiposeSubcutaneous,0.590918051
GTEX-14753-0326-SM-5QGQB,AdiposeSC,AdiposeSubcutaneous,0.591302695
GTEX-OHPK-0226-SM-3MJH6,AdiposeSC,AdiposeSubcutaneous,0.591929822
GTEX-UJHI-1626-SM-3DB9A,AdiposeSC,AdiposeSubcutaneous,0.592581694
GTEX-12584-0226-SM-5EQL5,AdiposeSC,AdiposeSubcutaneous,0.592906668
GTEX-WFG8-2326-SM-5S2UE,AdiposeSC,AdiposeSubcutaneous,0.592940171
GTEX-13OVK-2126-SM-6PAN1,AdiposeSC,AdiposeSubcutaneous,0.59309679
GTEX-139T4-0126-SM-5HL5G,AdiposeSC,AdiposeSubcutaneous,0.593188139
GTEX-11I78-2626-SM-5Q5AI,AdiposeSC,AdiposeSubcutaneous,0.593218016
GTEX-144GO-1626-SM-7EPG5,AdiposeSC,AdiposeSubcutaneous,0.593355013
GTEX-U4B1-1726-SM-3DB9F,AdiposeSC,AdiposeSubcutaneous,0.5940585
GTEX-YB5E-2126-SM-5IFI7,AdiposeSC,AdiposeSubcutaneous,0.595044218
GTEX-U412-0526-SM-3DB9I,AdiposeSC,AdiposeSubcutaneous,0.595227765
GTEX-UTHO-0426-SM-5SI7N,AdiposeSC,AdiposeSubcutaneous,0.595797189
GTEX-1399T-2726-SM-5K7XK,AdiposeSC,AdiposeSubcutaneous,0.596239249
GTEX-QCQG-1826-SM-2S1P2,AdiposeSC,AdiposeSubcutaneous,0.596924205
GTEX-ZDTS-0226-SM-5HL7Q,AdiposeSC,AdiposeSubcutaneous,0.596943577
GTEX-ZUA1-0226-SM-5NQ9Q,AdiposeSC,AdiposeSubcutaneous,0.59696684
GTEX-NFK9-0326-SM-3MJGV,AdiposeSC,AdiposeSubcutaneous,0.597399308
GTEX-SJXC-0226-SM-2XCDU,AdiposeSC,AdiposeSubcutaneous,0.597576086
GTEX-W5WG-2526-SM-4SOJ2,AdiposeSC,AdiposeSubcutaneous,0.597714412
GTEX-13112-2726-SM-5DUW5,AdiposeSC,AdiposeSubcutaneous,0.597860745
GTEX-1CB4I-0426-SM-7IGPR,AdiposeSC,AdiposeSubcutaneous,0.598312217
GTEX-17EUY-0526-SM-7EWDE,AdiposeSC,AdiposeSubcutaneous,0.598736184
GTEX-11EQ9-2526-SM-5HL66,AdiposeSC,AdiposeSubcutaneous,0.599342312
GTEX-11H98-0226-SM-5NQ89,AdiposeSC,AdiposeSubcutaneous,0.599427406
GTEX-13W3W-2526-SM-5SI9P,AdiposeSC,AdiposeSubcutaneous,0.599452134
GTEX-13N1W-0226-SM-5K7W6,AdiposeSC,AdiposeSubcutaneous,0.599974632
GTEX-12WSM-0226-SM-5LZV6,AdiposeSC,AdiposeSubcutaneous,0.600177243
GTEX-ZVT4-0226-SM-51MSD,AdiposeSC,AdiposeSubcutaneous,0.600386323
GTEX-139TT-0226-SM-5K7YH,AdiposeSC,AdiposeSubcutaneous,0.60155723
GTEX-18D9U-0726-SM-7LG5J,AdiposeSC,AdiposeSubcutaneous,0.602505337
GTEX-W5X1-2626-SM-4LMI8,AdiposeSC,AdiposeSubcutaneous,0.602788318
GTEX-ZLWG-2226-SM-5DUWO,AdiposeSC,AdiposeSubcutaneous,0.602869565
GTEX-15DDE-0226-SM-6LLJ6,AdiposeSC,AdiposeSubcutaneous,0.603003914
GTEX-14BMV-0226-SM-5S2N2,AdiposeSC,AdiposeSubcutaneous,0.603086161
GTEX-13OW7-0226-SM-5MR3N,AdiposeSC,AdiposeSubcutaneous,0.603687411
GTEX-139T6-2126-SM-5KM37,AdiposeSC,AdiposeSubcutaneous,0.603783254
GTEX-17HHY-0226-SM-793BQ,AdiposeSC,AdiposeSubcutaneous,0.604422425
GTEX-ZDXO-2426-SM-5S2NJ,AdiposeSC,AdiposeSubcutaneous,0.604614983
GTEX-1C64O-0226-SM-73KXB,AdiposeSC,AdiposeSubcutaneous,0.604750082
GTEX-1A3MW-0226-SM-7939O,AdiposeSC,AdiposeSubcutaneous,0.605562958
GTEX-17MFQ-1826-SM-7DHLS,AdiposeSC,AdiposeSubcutaneous,0.606117203
GTEX-1A3MV-2126-SM-718BV,AdiposeSC,AdiposeSubcutaneous,0.606355041
GTEX-QV31-1326-SM-2S1QE,AdiposeSC,AdiposeSubcutaneous,0.606406904
GTEX-XBED-2326-SM-47JYR,AdiposeSC,AdiposeSubcutaneous,0.607172105
GTEX-ZYT6-0326-SM-7LG5R,AdiposeSC,AdiposeSubcutaneous,0.607469195
GTEX-13PDP-0226-SM-5K7W9,AdiposeSC,AdiposeSubcutaneous,0.608247473
GTEX-11DZ1-0226-SM-5A5KF,AdiposeSC,AdiposeSubcutaneous,0.608987841
GTEX-15G19-0226-SM-6PAL2,AdiposeSC,AdiposeSubcutaneous,0.609048019
GTEX-Y9LG-2026-SM-62LFS,AdiposeSC,AdiposeSubcutaneous,0.609373809
GTEX-ZXG5-0226-SM-59HJI,AdiposeSC,AdiposeSubcutaneous,0.609569635
GTEX-Y114-2326-SM-4TT7X,AdiposeSC,AdiposeSubcutaneous,0.609692834
GTEX-Y8E4-0726-SM-4WWFN,AdiposeSC,AdiposeSubcutaneous,0.609880249
GTEX-11XUK-2126-SM-5EQLR,AdiposeSC,AdiposeSubcutaneous,0.609946071
GTEX-1BAJH-0426-SM-73KWY,AdiposeSC,AdiposeSubcutaneous,0.61071738
GTEX-ZYW4-0226-SM-5E44M,AdiposeSC,AdiposeSubcutaneous,0.610776738
GTEX-YF7O-2426-SM-5IFJL,AdiposeSC,AdiposeSubcutaneous,0.611181381
GTEX-Y111-0226-SM-4SOIW,AdiposeSC,AdiposeSubcutaneous,0.611416927
GTEX-XBEC-0326-SM-4AT4M,AdiposeSC,AdiposeSubcutaneous,0.611891621
GTEX-RTLS-0226-SM-2TF5E,AdiposeSC,AdiposeSubcutaneous,0.613140628
GTEX-YB5K-2226-SM-4WWG1,AdiposeSC,AdiposeSubcutaneous,0.613599371
GTEX-13O21-1526-SM-5K7W4,AdiposeSC,AdiposeSubcutaneous,0.613706758
GTEX-145MF-0526-SM-5LUA6,AdiposeSC,AdiposeSubcutaneous,0.61466023
GTEX-14BIN-0726-SM-793DQ,AdiposeSC,AdiposeSubcutaneous,0.615088039
GTEX-14E6E-1926-SM-664N4,AdiposeSC,AdiposeSubcutaneous,0.615326122
GTEX-ZVZP-2326-SM-59HL4,AdiposeSC,AdiposeSubcutaneous,0.61635923
GTEX-17HHE-1926-SM-7EPGW,AdiposeSC,AdiposeSubcutaneous,0.617244519
GTEX-ZDTT-2626-SM-5S2OP,AdiposeSC,AdiposeSubcutaneous,0.617264111
GTEX-ZT9X-1926-SM-57WE7,AdiposeSC,AdiposeSubcutaneous,0.617980676
GTEX-139T8-0226-SM-5L3EA,AdiposeSC,AdiposeSubcutaneous,0.618664298
GTEX-13IVO-0226-SM-5LZXU,AdiposeSC,AdiposeSubcutaneous,0.619913275
GTEX-YEC3-1226-SM-5IFI8,AdiposeSC,AdiposeSubcutaneous,0.61993773
GTEX-T8EM-1126-SM-3DB7D,AdiposeSC,AdiposeSubcutaneous,0.620119909
GTEX-145ME-1926-SM-5SI9S,AdiposeSC,AdiposeSubcutaneous,0.620605779
GTEX-XLM4-0226-SM-4AT4N,AdiposeSC,AdiposeSubcutaneous,0.620678832
GTEX-13SLX-0426-SM-5QGRC,AdiposeSC,AdiposeSubcutaneous,0.621304329
GTEX-QEG5-0326-SM-2S1PB,AdiposeSC,AdiposeSubcutaneous,0.621371473
GTEX-1212Z-2426-SM-5EQ5D,AdiposeSC,AdiposeSubcutaneous,0.621528981
GTEX-14DAR-1926-SM-5S2NQ,AdiposeSC,AdiposeSubcutaneous,0.621862523
GTEX-139YR-2426-SM-5J1OB,AdiposeSC,AdiposeSubcutaneous,0.622075942
GTEX-12696-2526-SM-5EQLN,AdiposeSC,AdiposeSubcutaneous,0.622212716
GTEX-16MTA-2126-SM-6PALC,AdiposeSC,AdiposeSubcutaneous,0.622252496
GTEX-ZQG8-1526-SM-5HL65,AdiposeSC,AdiposeSubcutaneous,0.623416805
GTEX-ZTX8-1526-SM-5N9GI,AdiposeSC,AdiposeSubcutaneous,0.62370755
GTEX-15UKP-0526-SM-7KFRO,AdiposeSC,AdiposeSubcutaneous,0.62376917
GTEX-XMD2-0226-SM-4WWEE,AdiposeSC,AdiposeSubcutaneous,0.624016937
GTEX-13N2G-2726-SM-5J1MG,AdiposeSC,AdiposeSubcutaneous,0.62407895
GTEX-X5EB-2426-SM-4E3HX,AdiposeSC,AdiposeSubcutaneous,0.625023982
GTEX-P4PP-0226-SM-5S2VR,AdiposeSC,AdiposeSubcutaneous,0.625338819
GTEX-ZDYS-2126-SM-5S2OD,AdiposeSC,AdiposeSubcutaneous,0.625697232
GTEX-1399R-2626-SM-5KLZ7,AdiposeSC,AdiposeSubcutaneous,0.625870591
GTEX-YEC4-2426-SM-57WFO,AdiposeSC,AdiposeSubcutaneous,0.625961147
GTEX-13CF3-2326-SM-5IFGL,AdiposeSC,AdiposeSubcutaneous,0.626183336
GTEX-XBEW-0726-SM-4QARX,AdiposeSC,AdiposeSubcutaneous,0.626693714
GTEX-R55D-0326-SM-48FES,AdiposeSC,AdiposeSubcutaneous,0.627903657
GTEX-13VXU-0226-SM-5SI9R,AdiposeSC,AdiposeSubcutaneous,0.628227037
GTEX-14JG6-2326-SM-6LLH3,AdiposeSC,AdiposeSubcutaneous,0.62850616
GTEX-13OVL-0326-SM-5IJCS,AdiposeSC,AdiposeSubcutaneous,0.628585777
GTEX-16BQI-0526-SM-6PAM8,AdiposeSC,AdiposeSubcutaneous,0.628651031
GTEX-15SDE-2426-SM-7KFRC,AdiposeSC,AdiposeSubcutaneous,0.629930263
GTEX-R55C-1626-SM-48FEG,AdiposeSC,AdiposeSubcutaneous,0.629988325
GTEX-N7MS-0326-SM-4E3K2,AdiposeSC,AdiposeSubcutaneous,0.63016334
GTEX-1B97I-1726-SM-7939V,AdiposeSC,AdiposeSubcutaneous,0.630811559
GTEX-13SLW-0226-SM-5S2NA,AdiposeSC,AdiposeSubcutaneous,0.631467161
GTEX-SNOS-1426-SM-32PLY,AdiposeSC,AdiposeSubcutaneous,0.631648304
GTEX-Q2AH-1726-SM-3NB2B,AdiposeSC,AdiposeSubcutaneous,0.632510481
GTEX-147F3-0626-SM-5NQ9I,AdiposeSC,AdiposeSubcutaneous,0.633904144
GTEX-14H4A-1026-SM-62LDY,AdiposeSC,AdiposeSubcutaneous,0.633989116
GTEX-PLZ4-0226-SM-5SI7M,AdiposeSC,AdiposeSubcutaneous,0.634229146
GTEX-131YS-0226-SM-5IJEH,AdiposeSC,AdiposeSubcutaneous,0.634411118
GTEX-13G51-2626-SM-5LZYW,AdiposeSC,AdiposeSubcutaneous,0.635840708
GTEX-WL46-0326-SM-3LK6Y,AdiposeSC,AdiposeSubcutaneous,0.635914383
GTEX-132QS-2526-SM-62LFJ,AdiposeSC,AdiposeSubcutaneous,0.637093947
GTEX-111YS-2426-SM-5GZZQ,AdiposeSC,AdiposeSubcutaneous,0.637215744
GTEX-13OW8-1226-SM-5K7XD,AdiposeSC,AdiposeSubcutaneous,0.638901854
GTEX-OXRL-0226-SM-3NB18,AdiposeSC,AdiposeSubcutaneous,0.638945915
GTEX-13FTW-2526-SM-5IJC8,AdiposeSC,AdiposeSubcutaneous,0.639043748
GTEX-1C475-1926-SM-7DUFV,AdiposeSC,AdiposeSubcutaneous,0.639664931
GTEX-12KS4-0426-SM-5EQMC,AdiposeSC,AdiposeSubcutaneous,0.639877542
GTEX-1AX9J-0326-SM-73KXY,AdiposeSC,AdiposeSubcutaneous,0.640299644
GTEX-1AMFI-2126-SM-731BT,AdiposeSC,AdiposeSubcutaneous,0.64060128
GTEX-XGQ4-2226-SM-4AT4Y,AdiposeSC,AdiposeSubcutaneous,0.641198487
GTEX-14JG1-0526-SM-6LLHW,AdiposeSC,AdiposeSubcutaneous,0.64129475
GTEX-18D9A-2026-SM-718BL,AdiposeSC,AdiposeSubcutaneous,0.642578924
GTEX-14PJ3-1926-SM-62LEY,AdiposeSC,AdiposeSubcutaneous,0.642736786
GTEX-ZVP2-1826-SM-5GU62,AdiposeSC,AdiposeSubcutaneous,0.643763289
GTEX-14BIL-0226-SM-5SI9E,AdiposeSC,AdiposeSubcutaneous,0.645461117
GTEX-TKQ1-1126-SM-4GIAZ,AdiposeSC,AdiposeSubcutaneous,0.645923737
GTEX-1B8KE-2526-SM-73KYQ,AdiposeSC,AdiposeSubcutaneous,0.646311143
GTEX-ZZ64-1626-SM-5E43W,AdiposeSC,AdiposeSubcutaneous,0.647876049
GTEX-WH7G-2226-SM-3NMBN,AdiposeSC,AdiposeSubcutaneous,0.648506914
GTEX-13FH7-2226-SM-5IJD4,AdiposeSC,AdiposeSubcutaneous,0.648986436
GTEX-PLZ6-1326-SM-3NB24,AdiposeSC,AdiposeSubcutaneous,0.651343051
GTEX-14PN3-2526-SM-6EU15,AdiposeSC,AdiposeSubcutaneous,0.651358764
GTEX-11P7K-2026-SM-5GU74,AdiposeSC,AdiposeSubcutaneous,0.651886051
GTEX-13RTJ-2526-SM-5S2Q3,AdiposeSC,AdiposeSubcutaneous,0.652701819
GTEX-14BMU-2126-SM-5S2TS,AdiposeSC,AdiposeSubcutaneous,0.652847117
GTEX-16XZY-2526-SM-7DHL2,AdiposeSC,AdiposeSubcutaneous,0.65425305
GTEX-POMQ-2326-SM-5S2VS,AdiposeSC,AdiposeSubcutaneous,0.655875908
GTEX-117YX-2226-SM-5EGJJ,AdiposeSC,AdiposeSubcutaneous,0.657349605
GTEX-ZYY3-0226-SM-5E45M,AdiposeSC,AdiposeSubcutaneous,0.657355531
GTEX-18A66-0326-SM-718BE,AdiposeSC,AdiposeSubcutaneous,0.659794713
GTEX-11ZTT-2526-SM-5EQM9,AdiposeSC,AdiposeSubcutaneous,0.663901974
GTEX-147GR-0426-SM-5S2OL,AdiposeSC,AdiposeSubcutaneous,0.664533879
GTEX-12C56-1626-SM-5FQUO,AdiposeSC,AdiposeSubcutaneous,0.666265474
GTEX-WVJS-0226-SM-4MVOU,AdiposeSC,AdiposeSubcutaneous,0.667528254
GTEX-X261-0226-SM-3NMD2,AdiposeSC,AdiposeSubcutaneous,0.667869771
GTEX-O5YT-0226-SM-32PK5,AdiposeSC,AdiposeSubcutaneous,0.673132122
GTEX-1399U-2426-SM-5K7XB,AdiposeSC,AdiposeSubcutaneous,0.67677853
GTEX-14ICK-0326-SM-6LLIZ,AdiposeSC,AdiposeSubcutaneous,0.677022732
GTEX-PSDG-0326-SM-48TCP,AdiposeSC,AdiposeSubcutaneous,0.683627273
GTEX-WWTW-1326-SM-4MVNT,AdiposeVisceral,AdiposeVisceral,0.095353357
GTEX-WL46-2026-SM-3LK7U,AdiposeVisceral,AdiposeVisceral,0.185071721
GTEX-14753-2526-SM-5LU97,AdiposeVisceral,AdiposeVisceral,0.185545159
GTEX-14E6C-1226-SM-5ZZUN,AdiposeVisceral,AdiposeVisceral,0.188823938
GTEX-1A8G7-1226-SM-73KYP,AdiposeVisceral,AdiposeVisceral,0.202453912
GTEX-1212Z-0526-SM-5FQSQ,AdiposeVisceral,AdiposeVisceral,0.202988785
GTEX-147JS-1026-SM-5S2MP,AdiposeVisceral,AdiposeVisceral,0.209451996
GTEX-132NY-1126-SM-5PNVE,AdiposeVisceral,AdiposeVisceral,0.218511062
GTEX-ZAB5-1126-SM-5Q5AD,AdiposeVisceral,AdiposeVisceral,0.223382165
GTEX-ZF28-1426-SM-5S2OG,AdiposeVisceral,AdiposeVisceral,0.230005035
GTEX-1BAJH-2126-SM-7EWFB,AdiposeVisceral,AdiposeVisceral,0.233549706
GTEX-17F97-1226-SM-79OJT,AdiposeVisceral,AdiposeVisceral,0.24231663
GTEX-113JC-0726-SM-5GZZR,AdiposeVisceral,AdiposeVisceral,0.244835111
GTEX-14AS3-0426-SM-5QGQK,AdiposeVisceral,AdiposeVisceral,0.246198168
GTEX-ZF3C-1026-SM-5S2OC,AdiposeVisceral,AdiposeVisceral,0.251144974
GTEX-13PL7-1226-SM-5SIAR,AdiposeVisceral,AdiposeVisceral,0.253608213
GTEX-ZPCL-1026-SM-5GCOX,AdiposeVisceral,AdiposeVisceral,0.254621228
GTEX-15CHQ-1126-SM-686YY,AdiposeVisceral,AdiposeVisceral,0.255691427
GTEX-11WQK-1526-SM-5EGKN,AdiposeVisceral,AdiposeVisceral,0.259166299
GTEX-13PL6-0926-SM-5KLYY,AdiposeVisceral,AdiposeVisceral,0.25938959
GTEX-16AAH-1526-SM-7LT9W,AdiposeVisceral,AdiposeVisceral,0.259461705
GTEX-145LT-1526-SM-5O98P,AdiposeVisceral,AdiposeVisceral,0.267411812
GTEX-14BIM-1626-SM-7EWD2,AdiposeVisceral,AdiposeVisceral,0.268753216
GTEX-1A8G6-2026-SM-73KYC,AdiposeVisceral,AdiposeVisceral,0.269281288
GTEX-ZQG8-1026-SM-51MR9,AdiposeVisceral,AdiposeVisceral,0.277599293
GTEX-WFJO-1026-SM-3GIKL,AdiposeVisceral,AdiposeVisceral,0.277978299
GTEX-1A3MV-0626-SM-731CH,AdiposeVisceral,AdiposeVisceral,0.279783004
GTEX-11NUK-2026-SM-5PNVZ,AdiposeVisceral,AdiposeVisceral,0.281771274
GTEX-1AMFI-1026-SM-73KYM,AdiposeVisceral,AdiposeVisceral,0.284486041
GTEX-17F96-0726-SM-793CB,AdiposeVisceral,AdiposeVisceral,0.289790652
GTEX-XV7Q-1726-SM-4BRUU,AdiposeVisceral,AdiposeVisceral,0.290459479
GTEX-1EU9M-1126-SM-793DE,AdiposeVisceral,AdiposeVisceral,0.290661013
GTEX-X585-2526-SM-4QAS1,AdiposeVisceral,AdiposeVisceral,0.294357625
GTEX-ZYFG-1426-SM-5GICS,AdiposeVisceral,AdiposeVisceral,0.300308817
GTEX-16NPV-0626-SM-7IGOR,AdiposeVisceral,AdiposeVisceral,0.300766965
GTEX-1AX9K-0926-SM-7939G,AdiposeVisceral,AdiposeVisceral,0.302550208
GTEX-ZGAY-1326-SM-5S2NS,AdiposeVisceral,AdiposeVisceral,0.310345337
GTEX-14PJO-1626-SM-69LPQ,AdiposeVisceral,AdiposeVisceral,0.311589263
GTEX-W5X1-1426-SM-3GIKH,AdiposeVisceral,AdiposeVisceral,0.31802965
GTEX-1CAMR-0326-SM-793AH,AdiposeVisceral,AdiposeVisceral,0.318179292
GTEX-13YAN-1126-SM-5TDC7,AdiposeVisceral,AdiposeVisceral,0.321087321
GTEX-13CF3-1126-SM-5LZXB,AdiposeVisceral,AdiposeVisceral,0.324441588
GTEX-13FHO-2026-SM-5J1OA,AdiposeVisceral,AdiposeVisceral,0.326408645
GTEX-UTHO-1826-SM-3GAFE,AdiposeVisceral,AdiposeVisceral,0.334478993
GTEX-1B8KE-0826-SM-72D6S,AdiposeVisceral,AdiposeVisceral,0.337191999
GTEX-117YX-0726-SM-5GIET,AdiposeVisceral,AdiposeVisceral,0.350121891
GTEX-17HII-0826-SM-7DUFH,AdiposeVisceral,AdiposeVisceral,0.370092174
GTEX-16GPK-1326-SM-7KUE4,AdiposeVisceral,AdiposeVisceral,0.377029972
GTEX-1C6VS-1826-SM-73KXN,AdiposeVisceral,AdiposeVisceral,0.38193132
GTEX-17HHY-1026-SM-7LG5E,AdiposeVisceral,AdiposeVisceral,0.38897664
GTEX-11OF3-0826-SM-5BC51,AdiposeVisceral,AdiposeVisceral,0.391093234
GTEX-16XZZ-1626-SM-7KUEC,AdiposeVisceral,AdiposeVisceral,0.398815559
GTEX-ZC5H-1626-SM-5HL7L,AdiposeVisceral,AdiposeVisceral,0.400149139
GTEX-ZTX8-0726-SM-59HL9,AdiposeVisceral,AdiposeVisceral,0.400795947
GTEX-13FXS-1326-SM-62LFR,AdiposeVisceral,AdiposeVisceral,0.402951398
GTEX-1C6VR-1126-SM-7EPHD,AdiposeVisceral,AdiposeVisceral,0.4042144
GTEX-15SKB-1626-SM-6PAL6,AdiposeVisceral,AdiposeVisceral,0.410047443
GTEX-1A32A-0926-SM-718AB,AdiposeVisceral,AdiposeVisceral,0.410519155
GTEX-1B933-1326-SM-7939U,AdiposeVisceral,AdiposeVisceral,0.411022164
GTEX-15DZA-0626-SM-6PANC,AdiposeVisceral,AdiposeVisceral,0.415184019
GTEX-1EN7A-1626-SM-79OLV,AdiposeVisceral,AdiposeVisceral,0.416368025
GTEX-ZAJG-1626-SM-5HL7I,AdiposeVisceral,AdiposeVisceral,0.417449064
GTEX-1EWIQ-2526-SM-7EPIJ,AdiposeVisceral,AdiposeVisceral,0.418394276
GTEX-14PK6-0926-SM-62LF4,AdiposeVisceral,AdiposeVisceral,0.418544777
GTEX-Y9LG-1226-SM-4VBQA,AdiposeVisceral,AdiposeVisceral,0.422556398
GTEX-1A3MX-0826-SM-72D64,AdiposeVisceral,AdiposeVisceral,0.42314079
GTEX-1117F-1326-SM-5EGHH,AdiposeVisceral,AdiposeVisceral,0.424211291
GTEX-131XH-0826-SM-5GCN8,AdiposeVisceral,AdiposeVisceral,0.42435977
GTEX-145MF-1026-SM-5Q5EQ,AdiposeVisceral,AdiposeVisceral,0.430934443
GTEX-15D1Q-1326-SM-69LOA,AdiposeVisceral,AdiposeVisceral,0.431483272
GTEX-12WSF-1526-SM-6PAN6,AdiposeVisceral,AdiposeVisceral,0.432321041
GTEX-13X6J-1926-SM-5TDCU,AdiposeVisceral,AdiposeVisceral,0.433599293
GTEX-ZA64-0926-SM-5HL7H,AdiposeVisceral,AdiposeVisceral,0.434149975
GTEX-13NYS-0726-SM-5J1OR,AdiposeVisceral,AdiposeVisceral,0.436247491
GTEX-117YW-0826-SM-5H11O,AdiposeVisceral,AdiposeVisceral,0.443895464
GTEX-12ZZW-2326-SM-5DUW2,AdiposeVisceral,AdiposeVisceral,0.444937831
GTEX-WEY5-1326-SM-3GILS,AdiposeVisceral,AdiposeVisceral,0.445703734
GTEX-14DAR-0426-SM-664MW,AdiposeVisceral,AdiposeVisceral,0.446758149
GTEX-VUSG-1426-SM-3GIJN,AdiposeVisceral,AdiposeVisceral,0.448096964
GTEX-ZF2S-1526-SM-5S2OO,AdiposeVisceral,AdiposeVisceral,0.44841276
GTEX-13112-1126-SM-5GCMY,AdiposeVisceral,AdiposeVisceral,0.448560425
GTEX-13O3P-0926-SM-5IFFI,AdiposeVisceral,AdiposeVisceral,0.44895534
GTEX-WOFM-0726-SM-3MJF8,AdiposeVisceral,AdiposeVisceral,0.4495038
GTEX-11ZUS-1826-SM-5FQTR,AdiposeVisceral,AdiposeVisceral,0.451758615
GTEX-15ER7-1026-SM-7KUMD,AdiposeVisceral,AdiposeVisceral,0.451895979
GTEX-14PN3-0326-SM-6EU1X,AdiposeVisceral,AdiposeVisceral,0.452842977
GTEX-YJ89-1926-SM-5IFJ6,AdiposeVisceral,AdiposeVisceral,0.452915466
GTEX-1CB4G-2126-SM-7IGQ8,AdiposeVisceral,AdiposeVisceral,0.453314902
GTEX-ZV7C-0826-SM-59HK8,AdiposeVisceral,AdiposeVisceral,0.454199399
GTEX-12ZZX-1726-SM-5BC63,AdiposeVisceral,AdiposeVisceral,0.454312215
GTEX-18A6Q-1026-SM-7LT9S,AdiposeVisceral,AdiposeVisceral,0.454942389
GTEX-18465-1826-SM-731BB,AdiposeVisceral,AdiposeVisceral,0.455206789
GTEX-1445S-2426-SM-79ON2,AdiposeVisceral,AdiposeVisceral,0.455546658
GTEX-1AMEY-0526-SM-72D62,AdiposeVisceral,AdiposeVisceral,0.45607332
GTEX-11DXZ-1426-SM-5H12A,AdiposeVisceral,AdiposeVisceral,0.458823073
GTEX-11NV4-1426-SM-5BC4W,AdiposeVisceral,AdiposeVisceral,0.45898586
GTEX-15CHC-0826-SM-686YW,AdiposeVisceral,AdiposeVisceral,0.459949605
GTEX-15G19-1126-SM-7KUEL,AdiposeVisceral,AdiposeVisceral,0.460073153
GTEX-139TU-1426-SM-5LZY9,AdiposeVisceral,AdiposeVisceral,0.461055401
GTEX-13OVK-0326-SM-7KUEJ,AdiposeVisceral,AdiposeVisceral,0.46322118
GTEX-ZVP2-0226-SM-57WBD,AdiposeVisceral,AdiposeVisceral,0.464490119
GTEX-14BIL-2426-SM-5QGQR,AdiposeVisceral,AdiposeVisceral,0.464966767
GTEX-13W46-1226-SM-5SIAS,AdiposeVisceral,AdiposeVisceral,0.465540952
GTEX-139D8-1626-SM-5IJFZ,AdiposeVisceral,AdiposeVisceral,0.466138359
GTEX-14ABY-1926-SM-62LDJ,AdiposeVisceral,AdiposeVisceral,0.466320043
GTEX-WHPG-0626-SM-3NMBD,AdiposeVisceral,AdiposeVisceral,0.466354727
GTEX-11DYG-2026-SM-5EGGX,AdiposeVisceral,AdiposeVisceral,0.466879616
GTEX-18QFQ-1326-SM-731CF,AdiposeVisceral,AdiposeVisceral,0.467329154
GTEX-X3Y1-0926-SM-3P5YT,AdiposeVisceral,AdiposeVisceral,0.467488928
GTEX-17EVQ-0626-SM-7KFTB,AdiposeVisceral,AdiposeVisceral,0.468941846
GTEX-14PJ2-1426-SM-62LFF,AdiposeVisceral,AdiposeVisceral,0.468951222
GTEX-Y8E4-1226-SM-5IFIM,AdiposeVisceral,AdiposeVisceral,0.468996941
GTEX-XQ3S-2426-SM-4WAYB,AdiposeVisceral,AdiposeVisceral,0.469999546
GTEX-11DXY-0326-SM-5H12F,AdiposeVisceral,AdiposeVisceral,0.470095798
GTEX-13OW7-1126-SM-5K7V6,AdiposeVisceral,AdiposeVisceral,0.470644935
GTEX-13FH7-1926-SM-5J2OL,AdiposeVisceral,AdiposeVisceral,0.470971776
GTEX-ZF29-0826-SM-5S2NP,AdiposeVisceral,AdiposeVisceral,0.471663827
GTEX-132AR-0526-SM-5J2MJ,AdiposeVisceral,AdiposeVisceral,0.471911737
GTEX-15EOM-2326-SM-7KUMV,AdiposeVisceral,AdiposeVisceral,0.471984641
GTEX-ZVT2-0226-SM-5GIE3,AdiposeVisceral,AdiposeVisceral,0.472203878
GTEX-13NZ9-2026-SM-5KM1U,AdiposeVisceral,AdiposeVisceral,0.473622949
GTEX-17JCI-1626-SM-7EPGZ,AdiposeVisceral,AdiposeVisceral,0.473745086
GTEX-178AV-0626-SM-6PAM1,AdiposeVisceral,AdiposeVisceral,0.473838317
GTEX-XOT4-0826-SM-4B66Y,AdiposeVisceral,AdiposeVisceral,0.475477849
GTEX-13OW6-2426-SM-5K7WO,AdiposeVisceral,AdiposeVisceral,0.477275984
GTEX-WFON-1226-SM-3TW8F,AdiposeVisceral,AdiposeVisceral,0.478800093
GTEX-17F9Y-0726-SM-7LT9G,AdiposeVisceral,AdiposeVisceral,0.479894748
GTEX-13QBU-1326-SM-5LU4K,AdiposeVisceral,AdiposeVisceral,0.480218389
GTEX-XGQ4-1026-SM-4AT4L,AdiposeVisceral,AdiposeVisceral,0.481785051
GTEX-13PVQ-2226-SM-5L3G9,AdiposeVisceral,AdiposeVisceral,0.483483755
GTEX-15SHW-1726-SM-6LPJ2,AdiposeVisceral,AdiposeVisceral,0.483581309
GTEX-15DCZ-1726-SM-69LPX,AdiposeVisceral,AdiposeVisceral,0.485096086
GTEX-1CAV2-0226-SM-7IGPQ,AdiposeVisceral,AdiposeVisceral,0.485477138
