SampleID,Tissues,Description,EXTEND Scores
GTEX-U8XE-0426-SM-3DB91,AdiposeSC,AdiposeSubcutaneous,0.22787186
GTEX-WI4N-1126-SM-3LK7Q,AdiposeSC,AdiposeSubcutaneous,0.235522268
GTEX-14E6C-0226-SM-5S2N3,AdiposeSC,AdiposeSubcutaneous,0.238347533
GTEX-YJ8A-0526-SM-5IFHT,AdiposeSC,AdiposeSubcutaneous,0.255585054
GTEX-11TUW-2626-SM-5EQKZ,AdiposeSC,AdiposeSubcutaneous,0.263866605
GTEX-11TT1-2426-SM-5EQMK,AdiposeSC,AdiposeSubcutaneous,0.266902517
GTEX-X88G-0226-SM-4GIE4,AdiposeSC,AdiposeSubcutaneous,0.277007076
GTEX-132AR-0226-SM-5IJBE,AdiposeSC,AdiposeSubcutaneous,0.283834906
GTEX-PLZ5-1826-SM-3NB22,AdiposeSC,AdiposeSubcutaneous,0.284481954
GTEX-SSA3-0226-SM-32QPN,AdiposeSC,AdiposeSubcutaneous,0.285440294
GTEX-144GM-1926-SM-5LUAN,AdiposeSC,AdiposeSubcutaneous,0.28658724
GTEX-QDT8-0226-SM-32PL4,AdiposeSC,AdiposeSubcutaneous,0.287905066
GTEX-TMZS-0226-SM-3DB9N,AdiposeSC,AdiposeSubcutaneous,0.288357374
GTEX-XV7Q-2626-SM-4BRVA,AdiposeSC,AdiposeSubcutaneous,0.290833381
GTEX-146FH-0226-SM-5QGPQ,AdiposeSC,AdiposeSubcutaneous,0.292496955
GTEX-OOBK-0226-SM-2YUMF,AdiposeSC,AdiposeSubcutaneous,0.297076061
GTEX-X638-0226-SM-47JZ9,AdiposeSC,AdiposeSubcutaneous,0.299020331
GTEX-133LE-1926-SM-5N9FV,AdiposeSC,AdiposeSubcutaneous,0.302206851
GTEX-R55G-2426-SM-2TC5I,AdiposeSC,AdiposeSubcutaneous,0.304027418
GTEX-13OVI-1326-SM-5IJBO,AdiposeSC,AdiposeSubcutaneous,0.306360221
GTEX-XMK1-2226-SM-4B673,AdiposeSC,AdiposeSubcutaneous,0.308944895
GTEX-11ZVC-2626-SM-5FQTA,AdiposeSC,AdiposeSubcutaneous,0.30915731
GTEX-144GL-0226-SM-5QGOX,AdiposeSC,AdiposeSubcutaneous,0.311646365
GTEX-SNMC-1326-SM-2XCFK,AdiposeSC,AdiposeSubcutaneous,0.31350311
GTEX-P4QT-0226-SM-3LK68,AdiposeSC,AdiposeSubcutaneous,0.314262914
GTEX-113IC-0226-SM-5HL5C,AdiposeSC,AdiposeSubcutaneous,0.314565351
GTEX-VJYA-1326-SM-3GIJC,AdiposeSC,AdiposeSubcutaneous,0.316651462
GTEX-X4XY-0326-SM-46MVZ,AdiposeSC,AdiposeSubcutaneous,0.318425177
GTEX-11DXX-2326-SM-5Q5A2,AdiposeSC,AdiposeSubcutaneous,0.321880283
GTEX-13PLJ-0126-SM-5L3HU,AdiposeSC,AdiposeSubcutaneous,0.327352049
GTEX-OXRP-0226-SM-3NB14,AdiposeSC,AdiposeSubcutaneous,0.32874642
GTEX-OIZH-0226-SM-2YUMH,AdiposeSC,AdiposeSubcutaneous,0.333356568
GTEX-12WSL-2426-SM-5GCN7,AdiposeSC,AdiposeSubcutaneous,0.335820535
GTEX-QEL4-0326-SM-3GAE5,AdiposeSC,AdiposeSubcutaneous,0.355518493
GTEX-1AX9K-2426-SM-73KZ4,AdiposeSC,AdiposeSubcutaneous,0.357685749
GTEX-1B8SG-0226-SM-7939Q,AdiposeSC,AdiposeSubcutaneous,0.372698471
GTEX-OIZI-0226-SM-2XCEE,AdiposeSC,AdiposeSubcutaneous,0.375044788
GTEX-14A5H-0526-SM-5TDCN,AdiposeSC,AdiposeSubcutaneous,0.393187885
GTEX-14PJ6-2226-SM-6LLIV,AdiposeSC,AdiposeSubcutaneous,0.397076782
GTEX-Q734-1826-SM-2I3EL,AdiposeSC,AdiposeSubcutaneous,0.399665829
GTEX-13YAN-0426-SM-5O9DR,AdiposeSC,AdiposeSubcutaneous,0.413230815
GTEX-T5JC-0526-SM-32PM7,AdiposeSC,AdiposeSubcutaneous,0.42413322
GTEX-13O1R-0226-SM-5K7U5,AdiposeSC,AdiposeSubcutaneous,0.430587974
GTEX-RWSA-0226-SM-2XCBA,AdiposeSC,AdiposeSubcutaneous,0.435099458
GTEX-16YQH-0226-SM-6PALD,AdiposeSC,AdiposeSubcutaneous,0.435472125
GTEX-OXRN-0226-SM-2I5EJ,AdiposeSC,AdiposeSubcutaneous,0.437669914
GTEX-11O72-0226-SM-59869,AdiposeSC,AdiposeSubcutaneous,0.439023178
GTEX-13NYS-0226-SM-5MR49,AdiposeSC,AdiposeSubcutaneous,0.445409821
GTEX-13NZB-2426-SM-5K7UF,AdiposeSC,AdiposeSubcutaneous,0.446312089
GTEX-RM2N-1726-SM-2TF55,AdiposeSC,AdiposeSubcutaneous,0.457710144
GTEX-11UD1-0226-SM-5EQKL,AdiposeSC,AdiposeSubcutaneous,0.457871202
GTEX-16GPK-0226-SM-7DUFI,AdiposeSC,AdiposeSubcutaneous,0.460193187
GTEX-Y3IK-2526-SM-4WWDM,AdiposeSC,AdiposeSubcutaneous,0.462135796
GTEX-OOBJ-0226-SM-2YUMM,AdiposeSC,AdiposeSubcutaneous,0.462626991
GTEX-11ZTS-0226-SM-5EQKD,AdiposeSC,AdiposeSubcutaneous,0.463891818
GTEX-13113-1826-SM-5LZW4,AdiposeSC,AdiposeSubcutaneous,0.46764769
GTEX-OHPM-0226-SM-3LK61,AdiposeSC,AdiposeSubcutaneous,0.468897679
GTEX-139D8-0326-SM-5IJCJ,AdiposeSC,AdiposeSubcutaneous,0.473805904
GTEX-12ZZY-0326-SM-5LZVQ,AdiposeSC,AdiposeSubcutaneous,0.479065083
GTEX-14PJ4-2226-SM-6LLIS,AdiposeSC,AdiposeSubcutaneous,0.479148633
GTEX-14PII-0326-SM-6LLIQ,AdiposeSC,AdiposeSubcutaneous,0.485455976
GTEX-R53T-1626-SM-3GAEW,AdiposeSC,AdiposeSubcutaneous,0.488545122
GTEX-1117F-0226-SM-5GZZ7,AdiposeSC,AdiposeSubcutaneous,0.489621351
GTEX-PX3G-0226-SM-3NB2C,AdiposeSC,AdiposeSubcutaneous,0.49123424
GTEX-Y8E5-0226-SM-57WCM,AdiposeSC,AdiposeSubcutaneous,0.492017811
GTEX-15ER7-0426-SM-6PAM3,AdiposeSC,AdiposeSubcutaneous,0.494271956
GTEX-S33H-1126-SM-2XCB6,AdiposeSC,AdiposeSubcutaneous,0.494550376
GTEX-QESD-1526-SM-2S1QT,AdiposeSC,AdiposeSubcutaneous,0.497137628
GTEX-S7SE-0226-SM-2XCD4,AdiposeSC,AdiposeSubcutaneous,0.497391508
GTEX-NL3G-0226-SM-4RGLU,AdiposeSC,AdiposeSubcutaneous,0.498234614
GTEX-Y8LW-1926-SM-4WWFZ,AdiposeSC,AdiposeSubcutaneous,0.498478522
GTEX-ZYFD-0226-SM-5NQ86,AdiposeSC,AdiposeSubcutaneous,0.500120528
GTEX-ZV68-0226-SM-59HJF,AdiposeSC,AdiposeSubcutaneous,0.501570632
GTEX-Z93T-0226-SM-5HL5Z,AdiposeSC,AdiposeSubcutaneous,0.501730081
GTEX-SIU8-0226-SM-2XCDS,AdiposeSC,AdiposeSubcutaneous,0.502719564
GTEX-11ZUS-0726-SM-59886,AdiposeSC,AdiposeSubcutaneous,0.504535562
GTEX-YJ89-0226-SM-4TT3Y,AdiposeSC,AdiposeSubcutaneous,0.504688135
GTEX-14C5O-0226-SM-5SI6O,AdiposeSC,AdiposeSubcutaneous,0.507102316
GTEX-1E1VI-0226-SM-793CZ,AdiposeSC,AdiposeSubcutaneous,0.507352457
GTEX-ZF3C-0226-SM-4WWB3,AdiposeSC,AdiposeSubcutaneous,0.509063376
GTEX-ZXES-2026-SM-5NQ6R,AdiposeSC,AdiposeSubcutaneous,0.51011991
GTEX-ZLV1-1826-SM-5FQU5,AdiposeSC,AdiposeSubcutaneous,0.510954174
GTEX-TSE9-0226-SM-3DB84,AdiposeSC,AdiposeSubcutaneous,0.511660145
GTEX-131XF-2226-SM-5EQKG,AdiposeSC,AdiposeSubcutaneous,0.51174091
GTEX-WFON-2226-SM-3TW8W,AdiposeSC,AdiposeSubcutaneous,0.511971958
GTEX-11WQC-2426-SM-5EQKQ,AdiposeSC,AdiposeSubcutaneous,0.512359509
GTEX-15ETS-0426-SM-6PANI,AdiposeSC,AdiposeSubcutaneous,0.512571953
GTEX-11ZU8-2426-SM-5EQMV,AdiposeSC,AdiposeSubcutaneous,0.515367818
GTEX-18A67-0226-SM-7LG67,AdiposeSC,AdiposeSubcutaneous,0.516115242
GTEX-11PRG-0626-SM-5BC56,AdiposeSC,AdiposeSubcutaneous,0.517287127
GTEX-14E1K-2126-SM-793DU,AdiposeSC,AdiposeSubcutaneous,0.517985252
GTEX-XUW1-0526-SM-4BOP3,AdiposeSC,AdiposeSubcutaneous,0.5186604
GTEX-Y5V5-2426-SM-5IFJA,AdiposeSC,AdiposeSubcutaneous,0.519968597
GTEX-ZYVF-0226-SM-5GIEG,AdiposeSC,AdiposeSubcutaneous,0.520293331
GTEX-145MG-0126-SM-5TDDA,AdiposeSC,AdiposeSubcutaneous,0.520491422
GTEX-T6MO-1726-SM-33HB8,AdiposeSC,AdiposeSubcutaneous,0.520550234
GTEX-1313W-0226-SM-5LZV7,AdiposeSC,AdiposeSubcutaneous,0.520610983
GTEX-XYKS-2726-SM-4E3IC,AdiposeSC,AdiposeSubcutaneous,0.520637204
GTEX-111VG-2326-SM-5N9BK,AdiposeSC,AdiposeSubcutaneous,0.520726884
GTEX-WHPG-2126-SM-4M1ZM,AdiposeSC,AdiposeSubcutaneous,0.520829399
GTEX-OHPN-0226-SM-48TBV,AdiposeSC,AdiposeSubcutaneous,0.52117019
GTEX-131XW-0526-SM-5PNXZ,AdiposeSC,AdiposeSubcutaneous,0.522123928
GTEX-111FC-0226-SM-5N9B8,AdiposeSC,AdiposeSubcutaneous,0.522620919
GTEX-X4EO-0426-SM-4QASA,AdiposeSC,AdiposeSubcutaneous,0.522712929
GTEX-1B8SF-0526-SM-7939F,AdiposeSC,AdiposeSubcutaneous,0.525553042
GTEX-17MF6-0226-SM-7LG4G,AdiposeSC,AdiposeSubcutaneous,0.525952989
GTEX-111CU-1826-SM-5GZYN,AdiposeSC,AdiposeSubcutaneous,0.526608881
GTEX-12WSA-0326-SM-5BC6I,AdiposeSC,AdiposeSubcutaneous,0.527023995
GTEX-Q2AI-1426-SM-2S1P5,AdiposeSC,AdiposeSubcutaneous,0.527579565
GTEX-145LT-1826-SM-5QGP4,AdiposeSC,AdiposeSubcutaneous,0.528100234
GTEX-14PJ2-0226-SM-6LLH4,AdiposeSC,AdiposeSubcutaneous,0.528446305
GTEX-18A6Q-0226-SM-718AS,AdiposeSC,AdiposeSubcutaneous,0.528714552
GTEX-XUYS-0226-SM-47JX1,AdiposeSC,AdiposeSubcutaneous,0.528719371
GTEX-XQ8I-0526-SM-4BOPS,AdiposeSC,AdiposeSubcutaneous,0.529778816
GTEX-ZVE2-0326-SM-57WFC,AdiposeSC,AdiposeSubcutaneous,0.529791757
GTEX-ZTPG-0226-SM-5O99I,AdiposeSC,AdiposeSubcutaneous,0.530195907
GTEX-183WM-0226-SM-7LT8T,AdiposeSC,AdiposeSubcutaneous,0.530238293
GTEX-11ONC-2526-SM-5986W,AdiposeSC,AdiposeSubcutaneous,0.531040386
GTEX-POYW-0726-SM-2XCEO,AdiposeSC,AdiposeSubcutaneous,0.531118124
GTEX-1C6WA-0226-SM-7IGPO,AdiposeSC,AdiposeSubcutaneous,0.531721303
GTEX-T5JW-1726-SM-3GADN,AdiposeSC,AdiposeSubcutaneous,0.531773538
GTEX-YFCO-2026-SM-4W21Q,AdiposeSC,AdiposeSubcutaneous,0.532142289
GTEX-1A32A-0226-SM-718B2,AdiposeSC,AdiposeSubcutaneous,0.532640264
GTEX-OXRK-0326-SM-3NB3R,AdiposeSC,AdiposeSubcutaneous,0.532923844
GTEX-1B8KZ-1926-SM-7DUG8,AdiposeSC,AdiposeSubcutaneous,0.533568746
GTEX-ZEX8-2326-SM-5S2MN,AdiposeSC,AdiposeSubcutaneous,0.533941986
GTEX-1EWIQ-0226-SM-793D3,AdiposeSC,AdiposeSubcutaneous,0.534910064
GTEX-YECK-0226-SM-4W215,AdiposeSC,AdiposeSubcutaneous,0.536177806
GTEX-13FTY-0626-SM-5L3F8,AdiposeSC,AdiposeSubcutaneous,0.537445854
GTEX-P78B-0226-SM-3NB1Z,AdiposeSC,AdiposeSubcutaneous,0.537917346
GTEX-Q2AG-0226-SM-2S1P4,AdiposeSC,AdiposeSubcutaneous,0.538100751
GTEX-14PKU-2126-SM-7LT8A,AdiposeSC,AdiposeSubcutaneous,0.538390758
GTEX-13JVG-0226-SM-5J1MW,AdiposeSC,AdiposeSubcutaneous,0.538417767
GTEX-OXRO-0226-SM-3LK6F,AdiposeSC,AdiposeSubcutaneous,0.538504979
GTEX-13NZ9-0526-SM-5J1OX,AdiposeSC,AdiposeSubcutaneous,0.539230422
GTEX-17HG3-2326-SM-79OKH,AdiposeSC,AdiposeSubcutaneous,0.539583563
GTEX-1314G-1626-SM-5EQ67,AdiposeSC,AdiposeSubcutaneous,0.539893043
GTEX-15CHQ-0226-SM-6EU2S,AdiposeSC,AdiposeSubcutaneous,0.539952182
GTEX-145LS-0226-SM-5O9A5,AdiposeSC,AdiposeSubcutaneous,0.54183935
GTEX-13O3Q-2326-SM-5KM3G,AdiposeSC,AdiposeSubcutaneous,0.542231392
GTEX-S95S-1326-SM-2XCDK,AdiposeSC,AdiposeSubcutaneous,0.54551141
GTEX-17EVP-0426-SM-79OKG,AdiposeSC,AdiposeSubcutaneous,0.545972785
GTEX-11P82-1726-SM-5Q5AT,AdiposeSC,AdiposeSubcutaneous,0.546363046
GTEX-139TU-0226-SM-5J1NM,AdiposeSC,AdiposeSubcutaneous,0.546657398
GTEX-P44H-0326-SM-2XCES,AdiposeSC,AdiposeSubcutaneous,0.54696036
GTEX-WFJO-1926-SM-3GILA,AdiposeSC,AdiposeSubcutaneous,0.547029204
GTEX-ZAJG-0226-SM-5HL81,AdiposeSC,AdiposeSubcutaneous,0.547505068
GTEX-14AS3-2026-SM-5TDD9,AdiposeSC,AdiposeSubcutaneous,0.547893881
GTEX-NPJ8-0226-SM-48TBN,AdiposeSC,AdiposeSubcutaneous,0.548196826
GTEX-X8HC-0226-SM-4E3K1,AdiposeSC,AdiposeSubcutaneous,0.548430466
GTEX-ZPCL-2126-SM-57WFZ,AdiposeSC,AdiposeSubcutaneous,0.548564149
GTEX-1122O-2026-SM-5NQ91,AdiposeSC,AdiposeSubcutaneous,0.549394381
GTEX-17HGU-0326-SM-7DUER,AdiposeSC,AdiposeSubcutaneous,0.550263452
GTEX-14PK6-2026-SM-6LLHP,AdiposeSC,AdiposeSubcutaneous,0.550441491
GTEX-16NPX-0326-SM-7EWDI,AdiposeSC,AdiposeSubcutaneous,0.550939458
GTEX-13CF2-2626-SM-5LZZA,AdiposeSC,AdiposeSubcutaneous,0.550987749
GTEX-13OW6-0526-SM-5L3HY,AdiposeSC,AdiposeSubcutaneous,0.551020612
GTEX-XK95-0426-SM-4AT4R,AdiposeSC,AdiposeSubcutaneous,0.551231639
GTEX-1AYD5-2326-SM-73KXF,AdiposeSC,AdiposeSubcutaneous,0.551532107
GTEX-11EI6-0226-SM-5EQ64,AdiposeSC,AdiposeSubcutaneous,0.55207836
GTEX-11EM3-2326-SM-5H12B,AdiposeSC,AdiposeSubcutaneous,0.552238283
GTEX-WEY5-1926-SM-3GIL8,AdiposeSC,AdiposeSubcutaneous,0.552341531
GTEX-X62O-0226-SM-4E3JB,AdiposeSC,AdiposeSubcutaneous,0.552429453
GTEX-11UD2-0126-SM-5EQL2,AdiposeSC,AdiposeSubcutaneous,0.552825945
GTEX-13OVJ-0326-SM-5L3GL,AdiposeSC,AdiposeSubcutaneous,0.552934284
GTEX-ZYFC-0326-SM-5NQ7H,AdiposeSC,AdiposeSubcutaneous,0.552945532
GTEX-QDVJ-1826-SM-2S1P3,AdiposeSC,AdiposeSubcutaneous,0.553124841
GTEX-Z9EW-1826-SM-5CVMA,AdiposeSC,AdiposeSubcutaneous,0.553165022
GTEX-11EQ8-0226-SM-5EQ5G,AdiposeSC,AdiposeSubcutaneous,0.554139936
GTEX-ZE7O-0226-SM-5S2N1,AdiposeSC,AdiposeSubcutaneous,0.554185976
GTEX-16NGA-1826-SM-7LG5L,AdiposeSC,AdiposeSubcutaneous,0.554924215
GTEX-146FQ-0226-SM-5NQAL,AdiposeSC,AdiposeSubcutaneous,0.554985174
GTEX-13QJ3-0426-SM-5RQHP,AdiposeSC,AdiposeSubcutaneous,0.555219712
GTEX-14DAQ-0226-SM-664MQ,AdiposeSC,AdiposeSubcutaneous,0.555423793
GTEX-1128S-2126-SM-5H12U,AdiposeSC,AdiposeSubcutaneous,0.555534435
GTEX-13NZA-0126-SM-5K7UH,AdiposeSC,AdiposeSubcutaneous,0.555886245
GTEX-ZVT2-2226-SM-5NQ6P,AdiposeSC,AdiposeSubcutaneous,0.55646838
GTEX-16AAH-2026-SM-7LG5F,AdiposeSC,AdiposeSubcutaneous,0.556734866
GTEX-13D11-2326-SM-5IJCY,AdiposeSC,AdiposeSubcutaneous,0.556738525
GTEX-1211K-2226-SM-5FQU6,AdiposeSC,AdiposeSubcutaneous,0.556854025
GTEX-17F9Y-0326-SM-7IGLS,AdiposeSC,AdiposeSubcutaneous,0.557434564
GTEX-16MT8-0526-SM-6PAM6,AdiposeSC,AdiposeSubcutaneous,0.557614525
GTEX-11OF3-2426-SM-5Q5AS,AdiposeSC,AdiposeSubcutaneous,0.557802216
GTEX-REY6-0326-SM-2TF5A,AdiposeSC,AdiposeSubcutaneous,0.558120038
GTEX-ZTSS-2026-SM-5987K,AdiposeSC,AdiposeSubcutaneous,0.558276199
GTEX-QLQ7-1526-SM-2S1QA,AdiposeSC,AdiposeSubcutaneous,0.558304236
GTEX-1269C-2726-SM-5EGJ4,AdiposeSC,AdiposeSubcutaneous,0.558510532
GTEX-13X6J-0226-SM-7EPGC,AdiposeSC,AdiposeSubcutaneous,0.558644989
GTEX-WVLH-0226-SM-3MJG6,AdiposeSC,AdiposeSubcutaneous,0.558685306
GTEX-13S7M-0226-SM-5S2UG,AdiposeSC,AdiposeSubcutaneous,0.559205791
GTEX-13O3P-0226-SM-5KM3Z,AdiposeSC,AdiposeSubcutaneous,0.559262741
GTEX-TML8-2026-SM-32QOP,AdiposeSC,AdiposeSubcutaneous,0.559419434
GTEX-12126-0426-SM-5Q5AP,AdiposeSC,AdiposeSubcutaneous,0.559448648
GTEX-ZAK1-0226-SM-5CVMX,AdiposeSC,AdiposeSubcutaneous,0.55954512
GTEX-X15G-2326-SM-4PQZS,AdiposeSC,AdiposeSubcutaneous,0.559978963
GTEX-XXEK-2426-SM-4BRUS,AdiposeSC,AdiposeSubcutaneous,0.56105613
GTEX-1C2JI-2226-SM-7IGPJ,AdiposeSC,AdiposeSubcutaneous,0.561217922
GTEX-1A8G7-0226-SM-731AS,AdiposeSC,AdiposeSubcutaneous,0.561496739
GTEX-XPVG-2726-SM-4B66W,AdiposeSC,AdiposeSubcutaneous,0.561970634
GTEX-VUSG-2426-SM-4KKZG,AdiposeSC,AdiposeSubcutaneous,0.562233777
GTEX-ZC5H-0126-SM-4WAYL,AdiposeSC,AdiposeSubcutaneous,0.563123417
GTEX-17KNJ-2226-SM-7LG6W,AdiposeSC,AdiposeSubcutaneous,0.563796707
GTEX-YFC4-0226-SM-57WD2,AdiposeSC,AdiposeSubcutaneous,0.563867252
GTEX-14LLW-0226-SM-62LEL,AdiposeSC,AdiposeSubcutaneous,0.563890229
GTEX-ZP4G-2326-SM-57WEM,AdiposeSC,AdiposeSubcutaneous,0.564151498
GTEX-XUZC-1826-SM-4BRVO,AdiposeSC,AdiposeSubcutaneous,0.56433696
GTEX-QMRM-1726-SM-2S1QG,AdiposeSC,AdiposeSubcutaneous,0.564556453
GTEX-13N11-2626-SM-5K7UQ,AdiposeSC,AdiposeSubcutaneous,0.565226209
GTEX-S32W-2226-SM-2XCAY,AdiposeSC,AdiposeSubcutaneous,0.565708726
GTEX-13NZ8-0926-SM-5MR3U,AdiposeSC,AdiposeSubcutaneous,0.565903545
GTEX-U3ZN-2626-SM-3DB7T,AdiposeSC,AdiposeSubcutaneous,0.56614739
GTEX-18A7A-0326-SM-731AT,AdiposeSC,AdiposeSubcutaneous,0.56633932
GTEX-PWCY-1926-SM-3NB25,AdiposeSC,AdiposeSubcutaneous,0.566530619
GTEX-ZE9C-2826-SM-5S2MO,AdiposeSC,AdiposeSubcutaneous,0.566877477
GTEX-14ABY-0326-SM-5TDDK,AdiposeSC,AdiposeSubcutaneous,0.567579669
GTEX-1A3MX-0226-SM-731C4,AdiposeSC,AdiposeSubcutaneous,0.568237811
GTEX-ZPIC-1826-SM-57WFE,AdiposeSC,AdiposeSubcutaneous,0.568760138
GTEX-ZPU1-2426-SM-4WWFM,AdiposeSC,AdiposeSubcutaneous,0.568829682
GTEX-14PJM-0326-SM-62LF2,AdiposeSC,AdiposeSubcutaneous,0.568851251
GTEX-T6MN-0226-SM-32PMD,AdiposeSC,AdiposeSubcutaneous,0.569140761
GTEX-148VI-1726-SM-5S2W9,AdiposeSC,AdiposeSubcutaneous,0.569145423
GTEX-12ZZX-0226-SM-5DUXU,AdiposeSC,AdiposeSubcutaneous,0.569495287
GTEX-12WSC-0226-SM-5EQ52,AdiposeSC,AdiposeSubcutaneous,0.569892263
GTEX-13PVR-2426-SM-5RQHN,AdiposeSC,AdiposeSubcutaneous,0.570387629
GTEX-11DXW-0326-SM-5H11W,AdiposeSC,AdiposeSubcutaneous,0.570462999
GTEX-ZF29-2226-SM-4WWB9,AdiposeSC,AdiposeSubcutaneous,0.571040141
GTEX-145MN-2626-SM-5NQAH,AdiposeSC,AdiposeSubcutaneous,0.571141394
GTEX-145MI-0426-SM-5O99V,AdiposeSC,AdiposeSubcutaneous,0.57193315
GTEX-QEG4-0326-SM-5S2UQ,AdiposeSC,AdiposeSubcutaneous,0.571936999
GTEX-T2IS-0226-SM-32QPH,AdiposeSC,AdiposeSubcutaneous,0.57219873
GTEX-X4LF-1726-SM-3NMBZ,AdiposeSC,AdiposeSubcutaneous,0.572405542
GTEX-YJ8O-2426-SM-5HL7S,AdiposeSC,AdiposeSubcutaneous,0.57262992
GTEX-17HII-0326-SM-7LG4X,AdiposeSC,AdiposeSubcutaneous,0.572789424
GTEX-15DCD-0226-SM-6LPKC,AdiposeSC,AdiposeSubcutaneous,0.57296485
GTEX-ZVZO-0226-SM-5A5LA,AdiposeSC,AdiposeSubcutaneous,0.573168142
GTEX-144FL-0226-SM-5Q5D4,AdiposeSC,AdiposeSubcutaneous,0.574380495
GTEX-WY7C-2426-SM-3NB2V,AdiposeSC,AdiposeSubcutaneous,0.57446632
GTEX-P4QS-0226-SM-3NB1U,AdiposeSC,AdiposeSubcutaneous,0.574607421
GTEX-ZZPU-2726-SM-5NQ8O,AdiposeSC,AdiposeSubcutaneous,0.575214972
GTEX-13U4I-0226-SM-5SIB1,AdiposeSC,AdiposeSubcutaneous,0.575423259
GTEX-XAJ8-0926-SM-47JXZ,AdiposeSC,AdiposeSubcutaneous,0.575750307
GTEX-11GSO-2326-SM-5A5LX,AdiposeSC,AdiposeSubcutaneous,0.576022139
GTEX-183FY-0326-SM-793BY,AdiposeSC,AdiposeSubcutaneous,0.576254942
GTEX-ZF28-0226-SM-5S2OE,AdiposeSC,AdiposeSubcutaneous,0.576293867
GTEX-Z93S-0226-SM-5HL7R,AdiposeSC,AdiposeSubcutaneous,0.576304582
GTEX-15RIE-2326-SM-7KFSC,AdiposeSC,AdiposeSubcutaneous,0.576766432
GTEX-14JIY-0526-SM-62LFH,AdiposeSC,AdiposeSubcutaneous,0.576867351
GTEX-14PHX-2426-SM-62LEN,AdiposeSC,AdiposeSubcutaneous,0.577361264
GTEX-QLQW-1226-SM-2S1Q9,AdiposeSC,AdiposeSubcutaneous,0.577772516
GTEX-11GS4-2626-SM-5A5LD,AdiposeSC,AdiposeSubcutaneous,0.577994342
GTEX-SN8G-0226-SM-4DM6B,AdiposeSC,AdiposeSubcutaneous,0.578113031
GTEX-11EMC-2826-SM-5PNY6,AdiposeSC,AdiposeSubcutaneous,0.578385178
GTEX-14C39-2526-SM-5S2UH,AdiposeSC,AdiposeSubcutaneous,0.578474393
GTEX-17F98-1126-SM-79OJS,AdiposeSC,AdiposeSubcutaneous,0.578668649
GTEX-1B933-0526-SM-7EPHM,AdiposeSC,AdiposeSubcutaneous,0.578772983
GTEX-13FHO-0326-SM-5IJBH,AdiposeSC,AdiposeSubcutaneous,0.579390836
GTEX-13PVQ-0226-SM-5SIBG,AdiposeSC,AdiposeSubcutaneous,0.579450663
GTEX-18465-0226-SM-7LG5M,AdiposeSC,AdiposeSubcutaneous,0.580015934
GTEX-11P81-2426-SM-5GU65,AdiposeSC,AdiposeSubcutaneous,0.58033068
GTEX-11LCK-1126-SM-5A5KC,AdiposeSC,AdiposeSubcutaneous,0.580653343
GTEX-Y5V6-2526-SM-5IFJV,AdiposeSC,AdiposeSubcutaneous,0.581202275
GTEX-RU72-1026-SM-46MUG,AdiposeSC,AdiposeSubcutaneous,0.581314322
GTEX-12ZZZ-0526-SM-5DUX6,AdiposeSC,AdiposeSubcutaneous,0.581325048
GTEX-13FHP-0226-SM-5K7WD,AdiposeSC,AdiposeSubcutaneous,0.581428495
GTEX-1C6VS-0426-SM-79OJV,AdiposeSC,AdiposeSubcutaneous,0.581730944
GTEX-O5YV-0226-SM-48TBY,AdiposeSC,AdiposeSubcutaneous,0.582426621
GTEX-131XE-2426-SM-5EQ5V,AdiposeSC,AdiposeSubcutaneous,0.58277256
GTEX-17F97-0426-SM-7LT9U,AdiposeSC,AdiposeSubcutaneous,0.58343395
GTEX-ZVTK-0526-SM-5GZWT,AdiposeSC,AdiposeSubcutaneous,0.583788018
GTEX-13VXT-0226-SM-5LU9Q,AdiposeSC,AdiposeSubcutaneous,0.583803476
GTEX-14E6D-0226-SM-62LDW,AdiposeSC,AdiposeSubcutaneous,0.583848481
GTEX-147JS-0426-SM-5TDD2,AdiposeSC,AdiposeSubcutaneous,0.583899025
GTEX-13JUV-2826-SM-5LZWU,AdiposeSC,AdiposeSubcutaneous,0.583971509
GTEX-12WSD-0226-SM-59HKO,AdiposeSC,AdiposeSubcutaneous,0.584219095
GTEX-13O61-2426-SM-5J1NV,AdiposeSC,AdiposeSubcutaneous,0.584428194
GTEX-13X6K-0226-SM-5QGPB,AdiposeSC,AdiposeSubcutaneous,0.584601885
GTEX-17F96-1726-SM-7IGMB,AdiposeSC,AdiposeSubcutaneous,0.585118225
GTEX-14ICL-2026-SM-62LDN,AdiposeSC,AdiposeSubcutaneous,0.585593051
GTEX-PWN1-0226-SM-5SI7O,AdiposeSC,AdiposeSubcutaneous,0.585679282
GTEX-1497J-2326-SM-5NQBK,AdiposeSC,AdiposeSubcutaneous,0.585954328
GTEX-146FR-1826-SM-5QGPF,AdiposeSC,AdiposeSubcutaneous,0.5862178
GTEX-13QBU-2526-SM-5LU4X,AdiposeSC,AdiposeSubcutaneous,0.587111413
GTEX-1AMEY-1426-SM-7939I,AdiposeSC,AdiposeSubcutaneous,0.587121175
GTEX-13111-1726-SM-5EGJZ,AdiposeSC,AdiposeSubcutaneous,0.588731488
GTEX-P4PQ-0226-SM-2S1NK,AdiposeSC,AdiposeSubcutaneous,0.588948567
GTEX-QV44-1825-SM-447CF,AdiposeSC,AdiposeSubcutaneous,0.59002752
